Product_ID,Product Name,Company,Listing Price,Sale Price,Rating,Discount %,value,Description
AH2430,Women's adidas Originals NMD_Racer Primeknit Shoes,Adidas,150,75,4.8,50,31.0,"Channeling the streamlined look of an '80s racer, these shoes are updated with modern features. The foot-hugging adidas Primeknit upper offers a soft, breathable feel. The Boost midsole provides responsive comfort accented with a contrast-color EVA heel plug. Embroidered details add a distinctive finish."
G27341,Women's adidas Originals Sleek Shoes,Adidas,76,38,3.3,50,23.0,"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles."
CM0081,Women's adidas Swim Puka Slippers,Adidas,10,6,2.6,40,4.0,These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.
B44832,Women's adidas Sport Inspired Questar Ride Shoes,Adidas,70,35,4.1,50,17.0,"Inspired by modern tech runners, these women's shoes step out with unexpected style. They're built with a breathable knit upper, while the heel offers the extra support of an Achilles-hugging design. The cushioned midsole provides a soft landing with every stride."
D98205,Women's adidas Originals Taekwondo Shoes,Adidas,80,40,3.5,50,23.0,"This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole."
B75586,Women's adidas Sport Inspired Duramo Lite 2.0 Shoes,Adidas,48,19,1.0,60,48.0,"Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure."
CG4051,Women's adidas Sport Inspired Duramo Lite 2.0 Shoes,Adidas,48,24,4.4,50,11.0,"Refine your interval training in these women's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure."
CM0080,Women's adidas Swim Puka Slippers,Adidas,10,6,2.8,40,4.0,These adidas Puka slippers for women's come with slim straps for a great fit. Feature performance logo on the footbed and textured Rubber outsole that gives unique comfort.
B75990,WOMEN'S ADIDAS RUNNING DURAMO 9 SHOES,Adidas,56,28,4.5,50,12.0,"These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride."
EE5761,Men's adidas Originals Forest Grove Shoes,Adidas,66,40,4.0,40,16.0,"The Forest Grove brings back the look of the adidas Oregon running design from the '80s. A favourite for marathon training, it had a distinctive look and feel with shock-absorbing cushioning and a web-wrapped midsole. These streetwear shoes echo the original look with a textured nubuck and mesh upper. A web overlay on the midsole adds authentic Oregon style."
EE4553,Women's adidas Originals Swift Run Shoes,Adidas,76,46,2.7,40,28.0,"The Swift distills decades of adidas heritage running designs. Made for casual everyday wear, these lightweight knit shoes come with a sleek shape and a supportive yet flexible feel. They stand out with embroidered accents and smooth welded details. An EVA midsole adds all-day wearability."
EF9315,Women's adidas Originals Continental Vulc Shoes,Adidas,66,40,4.2,40,16.0,These low-profile shoes come in a pastel color for a feminine touch. A mix of nubuck and canvas on the upper adds texture. The suede toe cap is abrasion-resistant so they look fresh and new longer. A vulcanized outsole makes them durable.
F35281,Women's adidas Running Duramo 9 Shoes,Adidas,60,30,2.6,50,23.0,"These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride."
EF9220,Women's adidas Originals Supercourt Shoes,Adidas,76,46,3.1,40,25.0,"Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look."
EG0000,Men's adidas Sport Inspired Response Trail Shoes,Adidas,80,40,3.2,50,25.0,"When the road turns to trail, all that matters is what lies ahead. These running shoes deliver a plush ride and confident grip in a fresh, sporty look. Cloudfoam cushioning feels ultra-soft while the aggressive outsole grabs on in all directions. The multilayer upper and sleek 3-Stripes elevate your look when you get back to town."
B44889,Women's adidas Running Cosmic 2 Shoes,Adidas,60,30,3.1,50,19.0,"These women's running shoes have a breathable mesh upper to keep your feet ventilated on your daily runs. The Cloudfoam midsole provides plush cushioning with every stride, and a high-wear outsole holds up over time."
CL7417,Women's adidas Sport Inspired Storm Runner Shoes,Adidas,46,23,1.0,50,46.0,"A fast, lightweight adidas stormrunner shoes for women. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long."
CL7408,Women's adidas Sport Inspired Quickspike Shoes,Adidas,40,20,3.1,50,13.0,"These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long."
B43601,WOMEN'S ADIDAS SWIM CLOUDFOAM FLIP FLOPS,Adidas,33,16,2.7,50,12.0,A minimalist design with maximum post-workout comfort. These women's thong sandals feature a soft strap connected to a Cloudfoam footbed that cushions every step and dries quickly. A durable rubber outsole adds long-lasting wear.
EE8245,Women's adidas Sport Inspired Lite Racer Shoes,Adidas,43,21,3.8,50,11.0,Unstoppable style. These shoes borrow their lightweight look and feel from celebrated runners. The airy mesh upper has a clean finish with monochrome 3-Stripes. Plush cushioning helps keep the ride smooth.
EE8042,Women's adidas Running Duramo 9 Shoes,Adidas,56,28,5.0,50,11.0,"These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride."
CL7429,Women's adidas Sport Inspired Arcadeis Shoes,Adidas,43,21,3.7,50,12.0,These women's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
CL7370,Women's adidas Sport Inspired Videll Shoes,Adidas,38,23,3.9,40,10.0,Extremely functional and subtle running-inspired shoes for women. Feature a textile-mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.
EE9946,Women's adidas Running EnergyFalcon X Shoes,Adidas,66,33,4.4,50,15.0,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles."
CK9741,Women's adidas Sport Inspired Videll Shoes,Adidas,38,19,3.6,50,11.0,Extremely functional and subtle running-inspired shoes for women. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.
CL7363,Women's adidas Running Hellion Z Shoes,Adidas,33,20,2.7,40,12.0,Great everyday trainer for the runner in you to go that extra mile. The adidas Hellion Z shoes comes with mesh upper for providing lightweight and breathability to your feet.
CL7372,Women's adidas Sport Inspired Videll Shoes,Adidas,38,23,3.2,40,12.0,Extremely functional and subtle running-inspired shoes for women. Feature a textile-mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.
CL7430,Women's adidas Sport Inspired Arcadeis Shoes,Adidas,43,21,4.9,50,9.0,These women's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
F34485,Women's adidas Sport Inspired Cloudfoam Pure Shoes,Adidas,56,34,5.0,40,11.0,These women's running-inspired shoes cradle your feet with a mesh upper and a Memory Foam footbed that conforms to the shape of your foot. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.
CL7365,Women's adidas Running Hellion Z Shoes,Adidas,33,20,3.6,40,9.0,"The adidas Hellion Z Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground."
CL7373,Women's adidas Sport Inspired Yking 2.0 Shoes,Adidas,33,20,2.2,40,15.0,"These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability."
CL7364,Women's adidas Running Hellion Z Shoes,Adidas,33,20,3.9,40,8.0,"The adidas Hellion Z Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground."
CL7374,Women's adidas Sport Inspired Yking 2.0 Shoes,Adidas,33,20,3.4,40,10.0,"These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability."
EE8167,Women's adidas Sport Inspired RunFalcon Shoes,Adidas,56,34,3.3,40,17.0,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support."
CL7410,Women's adidas Sport Inspired Quickspike Shoes,Adidas,40,24,4.8,40,8.0,"These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long."
CL7401,Women's adidas Sport Inspired Blaze Runner Shoes,Adidas,56,34,3.6,40,16.0,Extremely functional and subtle running-inspired shoes for women. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. Cloudfoam midsole and full Adiwear outsole provides durability.
EE8219,Women's adidas Sport Inspired Lite Racer CLN Shoes,Adidas,46,28,4.1,40,11.0,"Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day."
CL7402,Women's adidas Sport Inspired Blaze Runner Shoes,Adidas,56,34,3.6,40,16.0,Extremely functional and subtle running-inspired shoes for women. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. Cloudfoam midsole and full Adiwear outsole provides durability.
EE9929,Women's adidas Nova Run X Shoes,Adidas,86,52,2.5,40,34.0,"Being comfortable on your run is just as important as winning the race. These shoes combine soft, supportive Cloudfoam cushioning with a durable Adiwear outsole for comprehensive control and an energised ride. The mesh upper features a foot-hugging, no-sew fit for a locked-in feel."
EE8221,Women's adidas Sport Inspired Questar Flow Shoes,Adidas,66,40,2.7,40,24.0,Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.
EE8224,Women's adidas Sport Inspired Questar Flow Shoes,Adidas,66,40,2.5,40,26.0,Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.
EE9941,Women's adidas Running EnergyFalcon X Shoes,Adidas,66,40,1.5,40,44.0,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles."
EE8522,Women's adidas Running Asweego Shoes,Adidas,76,46,2.6,40,29.0,Shoes with flexibility and responsiveness for multisport training. These shoes have a knit textile upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.
EE9932,Women's adidas Running Sooraj Shoes,Adidas,56,34,5.0,40,11.0,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes."
EE8375,Women's adidas Sport Inspired Questar Ride Shoes,Adidas,70,42,4.5,40,16.0,"Inspired by modern tech runners, these women's shoes step out with unexpected style. A two-tone mesh upper keeps the feel flexible and mixes with a sculpted Cloudfoam midsole and contrast heel counter."
EE9798,Men's adidas Sport Inspired Run 70s Shoes,Adidas,56,34,3.9,40,14.0,"These running-inspired shoes are designed with a mesh upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off."
EE8502,Women's adidas Running Asweerun Shoes,Adidas,50,30,3.2,40,16.0,"Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
EF0450,Women's adidas Sport Inspired Archivo Shoes,Adidas,50,30,3.9,40,13.0,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.
CL7375,Women's Sport Inspired Yking 2.0 Shoes,Adidas,33,20,2.0,40,16.0,"These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability."
EF0446,Women's adidas Sport Inspired Archivo Shoes,Adidas,50,30,1.0,40,50.0,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.
EF0529,Women's adidas Running Response Trail X Shoes,Adidas,70,42,3.3,40,21.0,"When the road turns to trail, all that matters is what lies ahead. These running shoes deliver a plush ride and confident grip in a fresh, sporty look. Cloudfoam cushioning feels ultra-soft while the aggressive outsole grabs on in all directions. The multilayer upper and sleek 3-Stripes elevate your look when you get back to town."
EE9940,Women's adidas Running EnergyFalcon X Shoes,Adidas,66,40,4.1,40,16.0,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles."
EE4954,Women's adidas Originals Marathon Tech Shoes,Adidas,120,72,4.4,40,27.0,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning."
G27996,Women's adidas Originals U_Path Run Shoes,Adidas,80,48,4.8,40,17.0,"The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability."
CL4156,Men's adidas Sport Inspired Drogo Shoes,Adidas,27,13,3.5,50,8.0,The adidas running-inspired shoes for men. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable and non slippery one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.
EE4893,Women's adidas Originals Stan Smith Shoes,Adidas,80,48,4.0,40,20.0,"Since it first hit the courts in the early '70s, the Stan Smith has become legendary for its timeless style. These shoes pay tribute to the iconic design by preserving the low-profile cupsole and perforated 3-Stripes. The allover floral print on the upper gives this version a fresh twist."
EE9937,Women's adidas Running Sooraj Shoes,Adidas,56,34,4.8,40,12.0,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes."
G27649,Women's adidas Originals U_Path Run Shoes,Adidas,80,48,4.5,40,18.0,"The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability."
EE9797,Men's adidas Sport Inspired Run 70s Shoes,Adidas,56,34,4.7,40,12.0,"These running-inspired shoes are designed with a mesh upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off."
CI9914,Men's adidas Running Nayo 1.0 shoes,Adidas,50,20,3.8,60,13.0,"The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability."
EE8252,Men's adidas Sports Inspired Lite Racer Shoes,Adidas,43,21,1.5,50,29.0,The ultra-lightweight build of these shoes takes a running-inspired style to the streets. The sporty look has a breathable and durable mesh upper with stitched-on 3-Stripes. EVA cushioning provides lightweight comfort for every step.
CK9664,Men's adidas Running Nepton 2.0 Shoes,Adidas,60,30,3.561158724717176,50,17.0,Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.
EE8501,Women's adidas Running Aseerun Shoes,Adidas,50,30,4.8,40,10.0,"Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step."
CL7602,Men's adidas Running Torik Shoes,Adidas,48,24,4.4,50,11.0,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
CL7494,Men's adidas Sport Inspired Kalus 1.0 Shoes,Adidas,46,23,3.0,50,15.0,"A well cushioned running-inspired shoes with a fresher look that will appeal to all. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
EE7923,Men's adidas Running Duramo 9 Shoes,Adidas,60,36,3.9,40,15.0,"These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride."
EE5566,Women's adidas Originals Continental 80 Shoes,Adidas,80,48,4.0,40,20.0,The Continental 80 is an authentic reissue of an indoor sneaker from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.
CI1821,MEN'S adidas RUNNING YAMO 1.0 SHOES,Adidas,48,24,4.3,50,11.0,The adidas Yamo 1.0 shoes for men. These lightweight running shoes have a combination of Synthetic with double layer Mesh ensure breathability and durability while the Lightstrike EVA midsole provides premium cushionings. Full Rubber outsole provides durability.
CJ0082,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,Adidas,46,23,4.3,50,11.0,The premium looking adidas Nebular 1.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable sandwich Mesh offer extended ventilation and comfort. Light strike IMEVA midsole with full Rubber outsole provides durability.
CJ8062,MEN'S ADIDAS RUNNING LEGUS SHOES,Adidas,60,30,3.7,50,16.0,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability."
EE6038,Men's adidas Originals Supercourt Shoes,Adidas,76,46,4.3,40,18.0,The Supercourt distills 40 years of adidas tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look.
CM0068,Men's adidas Toe Side II Slippers,Adidas,13,8,1.5,40,9.0,"The adidas casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern."
CK9830,Men's adidas Outdoor Elevate Sandals,Adidas,28,14,2.8,50,10.0,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.
CJ0080,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,Adidas,46,23,5.0,50,9.0,The premium looking adidas Nebular 1.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable sandwich Mesh offer extended ventilation and comfort. Light strike IMEVA midsole with full Rubber outsole provides durability.
EG4957,Men's adidas Originals Superstar Shoes,Adidas,80,80,4.9,0,16.0,"These trainers born in the '70s keep the look classic with a coated leather upper. They feature all the authentic details, including zigzag edging on the tonal 3-Stripes and the signature rubber shell toe."
BD7438,Men's adidas Originals Stan Smith Shoes,Adidas,80,40,4.0,50,20.0,The chic minimalism of the Stan Smith invites endless variation. These men's shoes are updated for the season with a subtle twist. A small cutout Trefoil makes a surprise appearance on the smooth leather upper.
B75579,Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,Adidas,50,25,4.3,50,12.0,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure."
CM0057,Men's adidas Swim Ozor III Slippers,Adidas,13,8,2.2,40,6.0,"The simple and stylish adidas Ozor III slippers for men. Best suited to match with your swimwear, these printed slippers have a soft footbed for additional comfort for your feet while the Synthetic strap with vents provides breathability proper fitting."
CL0206,Men's adidas Swim Gadi Slippers,Adidas,15,7,3.7,50,4.0,These thongs are primed for warm-weather fun in a simple design with an urban inspired city graphic print on footbed and adidas brading featured on heel and strap.
CJ8058,MEN'S ADIDAS RUNNING LEGUS SHOES,Adidas,60,30,2.7,50,22.0,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability."
BZ0086,Men's adidas Originals CAMPUS Low Shoes,Adidas,80,40,2.0,50,40.0,"This men's classic sneaker stays close to its trendsetting '80s design, while staying modern for today's streets. Boasting a suede upper with contrast 3-Stripes and heel patch, these shoes feature a reinforced toe cap. The cupsole leaves a herringbone-pattern footprint for a retro twist."
CJ8117,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,Adidas,46,23,4.0,50,12.0,Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.
CJ8073,MEN'S ADIDAS RUNNING LEGUS 1.0 SHOES,Adidas,56,28,2.5,50,22.0,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability."
CL7551,Men's adidas Running Kollide Shoes,Adidas,48,24,5.0,50,10.0,Extremely functional and subtle running shoes for men. The breathable and lightweight textile upper offer extended ventilation and comfort. The Cloudfoam midsole gives you cushioning you need everyday and Rubber outsole provides durability.
AC8122,Men's adidas Running Edge PR Shoes,Adidas,80,40,4.2,50,19.0,"With a springy midsole and breathable upper, these men's running shoes are inspired by a racing flat. Bounce provides flexible cushioning for energised comfort, and a mesh upper keeps them lightweight."
CM8453,Men's adidas Originals FuturePacer Shoes,Adidas,200,100,3.5,50,57.0,The Futurepacer reworks the revolutionary design of the 1984 Micropacer shoes to challenge old ideas of what a sneaker should look like. This futuristic style makes a statement with a fully reflective stretchy upper and a mix of premium leathers. A Boost midsole with textured EVA plugs returns energy with every stride.
EE3625,MEN'S ADIDAS ORIGINALS MICROPACER X R1 SHOES,Adidas,160,80,3.561158724717176,50,45.0,"These shoes are a hybrid of retro and modern adidas designs. Made in leather with suede overlays, they combine the midsole look of the NMD_R1 with the vintage-tech upper of the 1984 Micropacer, born during an era when wearable technology was an exciting new concept. The Boost midsole adds durable energy return."
CM0031,Men's adidas Outdoor Andorian Shoes,Adidas,46,23,3.561158724717176,50,13.0,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain."
EE7697,Men's adidas Sport Inspired Advantage Base Shoes,Adidas,50,25,3.5,50,14.0,A court look emerges on the streets. These shoes have a sleek textile upper and a textured rubber cupsole.
F36159,Men's adidas Running Galaxy 4 Shoes,Adidas,53,26,2.4,50,22.0,Add miles to your running regimen in these men's shoes. They have a durable and breathable mesh upper with a midfoot cage for added support and stability. The plush Cloudfoam midsole delivers ultra-soft cushioning.
F35028,MEN'S ADIDAS ESSENTIALS EEZAY FLIP-FLOPS,Adidas,20,10,3.561158724717176,50,6.0,"These men's classic flip-flops offer a clean beach design. Featuring midsole cushioning, this essential footwear provides lightweight comfort in a simple silhouette."
AC7042,men's ADIDAS ORIGINALS PW HU HOLI STAN SMITH SHOES,Adidas,100,50,3.1,50,32.0,"A style icon gets some love from one of today's top trendsetters. Pharrell Williams puts his creative spin on these shoes, which have all the clean, classic details of the beloved Stan Smith."
CJ8053,MEN'S ADIDAS RUNNING ZETA 1.0 SHOES,Adidas,60,30,4.4,50,14.0,"Designed to go the distance, these adidas Zeta 1.0 running shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its stretch Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability."
BC0836,Men's adidas Running PureBounce+ Clima Shoes,Adidas,90,45,3.4,50,26.0,"These running shoes are designed with 360 degrees of ventilation to help you stay cool on hot days. They have a lightweight and breathable mesh upper. A wide forefoot provides a stable platform for lateral movement, and energised cushioning provides comfort and flexibility."
F35275,Men's adidas Running Duramo 9 Shoes,Adidas,66,33,3.8,50,17.0,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear."
CJ8115,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,Adidas,46,23,3.0,50,15.0,Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.
CJ8089,MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES,Adidas,50,25,3.5,50,14.0,The adidas Arius 1.0 Running shoes for men feature a comfortable two-tone Mesh upper with They come with Lightstrike IMEVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.
EE6128,Men's adidas Originals Skateboarding Seeley Shoes,Adidas,60,36,4.3,40,14.0,"Designed so they're ready-to-ride with no wear-in time, these shoes draw on adidas heritage and reimagine it specifically for skateboarding. An abrasion-resistant suede upper holds up to daily park sessions, while the textile lining keeps your feet comfortable on or off the board. Tonal 3-Stripes and a linear Trefoil logo give these shoes low-key adidas style."
CJ8118,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,Adidas,46,23,2.2,50,21.0,Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.
CL7328,Men's adidas Running Grito Shoes,Adidas,48,24,3.5,50,14.0,"Great everyday shoes for runners to go that extra mile. Features Textile Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear."
CL7470,Men's adidas Running Nepton 2.0 Shoes,Adidas,56,28,4.0,50,14.0,"Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas."
CL7541,Men's adidas Running Bound Shoes,Adidas,50,25,3.8,50,13.0,Sleek running shoes for men. These shoes have a lightweight look and feel in honeycomb mesh. Cloudfoam cushioning delivers superior step-in comfort.
